news_title,Lables,news_date,country,fact_checking_source
" A photo has been shared hundreds of times in multiple Facebook, Twitter and Instagram posts alongside a claim that it shows Italyâ€™s president crying over the novel coronavirus epidemic that has claimed thousands of lives in his country.",FALSE,3/22/2020, Australia, AFP
 One of Polish telecomunications company used quarantine as a cover up to put 100 5G antennas in Gdynia.,FALSE,3/22/2020, Poland, Demagog
 A tent will be set up next to the Viamed de Calahorra hospital (La Rioja) to carry out rapid tests for coronavirus.,FALSE,3/22/2020, Spain, Maldita.es
 Channel4â€™s Jon Snow is infected with coronavirus.,FALSE,3/22/2020, Sri Lanka, FactCrescendo
 Lemon and bicarbonate kill the virus.,FALSE,3/22/2020, Spain, Newtral.es
 Riots in London due to the unavailability of food items. The United Kingdom will be locked down by tonight. Army soldiers take to the UK streets.,FALSE,3/22/2020, India, Newschecker
 The government of Spain is going to declare a state of emergency.,FALSE,3/22/2020, Spain, Maldita.es
 A WhatsApp forward has gone viral which claimed that a vaccine for coronavirus has been discovered. The viral forward also claims that the treatment for coronavirus is mentioned in an Intermediate Zoology book.,Misleading,3/22/2020, India, Newschecker
 Initial Lack Of Evidence For Human-To-Human COVID-19 Transmission Unusual.,Misleading,3/22/2020, United States, LeadStories
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,3/22/2020, Indonesia, TEMPO
 The Peruvian Social Security is offering monetary help to some people included in a list to endure the quarantine.,FALSE,3/22/2020, Peru, OjoPÃºblico
" Drauzio Varella, one of Brazilâ€™s most famous doctors, stated in a video on March 22",FALSE,3/22/2020, Brazil, AgÃªncia Lupa
 Photographs of the Army in Dublin city centre show that the country is about to go into lockdown.,FALSE,3/22/2020, Ireland, TheJournal.ie
 Russian president using lions to ensure people stayed indoors in Russia.,FALSE,3/22/2020," India,Sri Lanka", FactCrescendo
 A recent video of Coronavirus patients at an airport in China and gauge how serious the situation is.,Misleading,3/22/2020, India, Newschecker
" Tom Hanks died, confessed admiration for Trump.",FALSE,3/22/2020, United States, LeadStories
 A video shared thousands of times on Facebook claims to show police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19.,FALSE,3/22/2020, South Africa, AFP
 Aspirating boiling water vapor for five minutes desactivates the coronavirus.,FALSE,3/22/2020, Spain, Newtral.es
" Vladimir Putin, â€œreleased 500 lions to monitor the quarantine.â€",FALSE,3/22/2020, Mexico, Animal PolÃ­tico
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,3/22/2020, Indonesia, TEMPO
 Five helicopters will desinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside.,FALSE,3/22/2020, Netherlands, Nieuwscheckers
 Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,FALSE,3/21/2020, India, FactCrescendo
 Image claims that death bodies from Italy kept in a room.,FALSE,3/21/2020, Sri Lanka, FactCrescendo
 Cow urine is helpful to fight coronavirus.,FALSE,3/21/2020, India, BOOM FactCheck
 Sick COVID-19 patients at the airport runway in Senegal.,FALSE,3/21/2020, India, FactCrescendo
 Homeland Security mobilizing national guard to combat coronavirus.,FALSE,3/21/2020, United States, LeadStories
 Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus; COVID-19.,FALSE,3/21/2020, Sri Lanka, FactCrescendo
 Coronavirus will be cured after a 14 hours curfew.,FALSE,3/21/2020, India, FactCrescendo
 Joe Biden tested positive for coronavirus.,FALSE,3/21/2020, United States, LeadStories
 A positive COVID-19 patient recently met Narendra Modi.,FALSE,3/21/2020, India, BOOM FactCheck
" Tom Hanks died, confessed admiration for Trump.",FALSE,3/22/2020, United States, LeadStories
 A video shared thousands of times on Facebook claims to show police in Zimbabwe beating churchgoers because their place of worship refused to close to prevent the spread of COVID-19.,FALSE,3/22/2020, South Africa, AFP
 Aspirating boiling water vapor for five minutes desactivates the coronavirus.,FALSE,3/22/2020, Spain, Newtral.es
" Vladimir Putin, â€œreleased 500 lions to monitor the quarantine.â€",FALSE,3/22/2020, Mexico, Animal PolÃ­tico
 Poison Spray for Corona from Malaysia and Singapore by Air?,FALSE,3/22/2020, Indonesia, TEMPO
 Five helicopters will desinfect the Netherlands to extinguish the coronavirus. Citizens have to stay inside.,FALSE,3/22/2020, Netherlands, Nieuwscheckers
 Banglore Municipal body (BBMP) will be spraying medicine in the air to kill coronavirus.,FALSE,3/21/2020, India, FactCrescendo
 Image claims that death bodies from Italy kept in a room.,FALSE,3/21/2020, Sri Lanka, FactCrescendo
 Cow urine is helpful to fight coronavirus.,FALSE,3/21/2020, India, BOOM FactCheck
 Sick COVID-19 patients at the airport runway in Senegal.,FALSE,3/21/2020, India, FactCrescendo
 Homeland Security mobilizing national guard to combat coronavirus.,FALSE,3/21/2020, United States, LeadStories
 Consuming alcoholic beverages may help reduce the risk of infection by the novel coronavirus; COVID-19.,FALSE,3/21/2020, Sri Lanka, FactCrescendo
 Coronavirus will be cured after a 14 hours curfew.,FALSE,3/21/2020, India, FactCrescendo
 Joe Biden tested positive for coronavirus.,FALSE,3/21/2020, United States, LeadStories
 A positive COVID-19 patient recently met Narendra Modi.,FALSE,3/21/2020, India, BOOM FactCheck
 Colombia is the leader in intensive care beds in Latin America,Partly false,4/16/2020, Colombia, Colombiacheck
 A viral video show Hungarian policemen throwing old people in trucks to force them to go into quarantine.,FALSE,4/16/2020," France, Hungary, Azerbaijan", CheckNews
 A canine coronavirus vaccine shows that â€œsomething is wrongâ€ in how we are talking about the novel coronavirus.,Mostly false,4/16/2020, France, Les DÃ©codeurs
" People in Kerala, India violate lock down and flock markets to buy vegetables for Vishu celebrations.",FALSE,4/16/2020, India, FactCrescendo
 Indian State of Manipur becomes first COVID free state in India.,FALSE,4/16/2020, India, FactCrescendo
 Central government rejects Kerala governmentâ€™s appeal to dispatch planes to retrieve Indian expats stuck in Gulf countries.,FALSE,4/16/2020, India, FactCrescendo
" An image claimed to be of an abandoned child, since both his parents were infected with COVID-19.",FALSE,4/16/2020, Sri Lanka, FactCrescendo
" A Twitter user shared an image of a map of India.The caption reads, â€œThis is a map of India redesigned by an American CEO where he tried to explain that India is indirectly handling the COVID-19 situation of so many countries, owing to its large populationâ€.",FALSE,4/16/2020, India, Newschecker
" In India, this image shows a Tablighi Jamaat member beaten up by Uttar Pradesh Police for misbehaving with a nurse in the Ghaziabad quarantine. He was a COVID-19 suspected case.",FALSE,4/16/2020, India, Factly
" All pubs in Ireland are to remain shut until 1st September at the earliest, according to a letter from the Chief Medical Officer.",FALSE,4/16/2020, Ireland, TheJournal.ie
" Autopsies performed by Italian doctors reveal that antibiotics, anticoagulants, and anti-inflammatories are the way to combat the new coronavirus.",Misleading,4/16/2020, Colombia, La Silla VacÃ­a
 A group of muslims pray together in roofs breaking the state of alarm in Spain.,FALSE,4/16/2020," Spain, India", Newtral.es
 A video in which a man cuts his neck on the street.,FALSE,4/16/2020," Spain, Serbia", Maldita.es
" Criminals in Ireland are dousing facemasks with chemicals and offering them to people, before robbing them.",FALSE,4/16/2020, Ireland, TheJournal.ie
 Image of people participating in a â€˜Chariot pullingâ€™ festival in Kalabari district (Karnataka) despite the current lockdown in the country implemented to handle COVID-19 spread.,FALSE,4/16/2020, India, Factly
 A poll with doctors from 30 different countries confirm that chloroquine is the most effective treatment against COVID-19.,FALSE,4/16/2020, Brazil, AgÃªncia Lupa
 Eating alkaline foods are an effective treatment against COVID-19. SARS-Cov-2 does not survive when the pH of the body is above 5.5. A few food itens with alkaline pH,FALSE,4/16/2020, Brazil, AgÃªncia Lupa
" In the United States, there are â€œ360,000 (deaths) a year from swimming pools. But we donâ€™t shut the country down for that.â€",FALSE,4/16/2020, United States, PolitiFact
 The image is from Gujarat and shows the condition of migrant workers who are stuck due to the lockdown.,FALSE,4/16/2020, India, The Quint
" The pandemic is a lie, COVID-19 can be cured with vitamin C and Bill Gates is behind it all.",FALSE,4/16/2020, Croatia, Faktograf
 Some countries throw COVID-19 infected dead bodies into the seas.,FALSE,4/16/2020," Kenya, Libya", PesaCheck
 A video argues that the pandemic could have resulted from the accidental or intentional release of either a natural virus under study or an artificial virus that was bioengineered (manmade).,No evidence,4/16/2020, United States, Science Feedback
 A video in which a man cuts his neck on the street.,FALSE,4/16/2020," Spain, Serbia", Maldita.es
" A graphic with a purported quote from former Philippine presidential spokesperson Salvador Panelo has been shared in multiple Facebook posts. The graphic, which appears to have been published by Philippine news outlet Inquirer.net, claims that Panelo said the poor are to blame for being unable to protect themselves from the COVID-19 pandemic.",FALSE,4/16/2020, Philippines, AFP
" House of Representatives Speaker Nancy Pelosi posted and deleted a video on her Twitter account, in which she calls on people to visit Chinatown in San Francisco.",FALSE,4/16/2020," Netherlands, United States", Nieuwscheckers
 Image of people participating in a â€˜Chariot pullingâ€™ festival in Kalabari district (Karnataka) despite the current lockdown in the country implemented to handle COVID-19 spread.,FALSE,4/16/2020, India, Factly
" Autopsies performed by Italian doctors reveal that antibiotics, anticoagulants, and anti-inflammatories are the way to combat the new coronavirus.",Misleading,4/16/2020, Colombia, La Silla VacÃ­a
 A canine coronavirus vaccine shows that â€œsomething is wrongâ€ in how we are talking about the novel coronavirus.,Mostly false,4/16/2020, France, Les DÃ©codeurs
" The internet portal Oiga Noticias accused in a headline the Mayor of BogotÃ¡, Claudia LÃ³pez, of making fun of small and medium-sized companies.",FALSE,4/16/2020, Colombia, Colombiacheck
 This video shows an African man being violently beaten in China during the COVID-19 pandemic.,FALSE,4/16/2020, West Africa, AFP
 â€œThe North Carolina and Virginia State line is closed. Nothing in or out.â€,FALSE,4/6/2020, United States, PolitiFact
" In India, the Congress Presidentâ€™s approval is required to use funds from PMNRF.",FALSE,4/6/2020, India, Factly
" WHO has issued guidelines on how to implement lockdown in the country. As per those guidelines, after April 14 lockdown in India will be relaxed for 5 days and will be re-imposed.",FALSE,4/6/2020, India, Factly
 The Government of Andhra Pradesh has made Kanipakam temple a quarantine center for coronavirus suspects.,FALSE,4/6/2020, India, Factly
" As a special task force assembled earlier this month to help in the handling of the COVID-19 outbreak, a photo of a tank on Torontoâ€™s Dundas Square surfaced on social media.",FALSE,4/6/2020, Canada, AFP
" This map shows the dates of the end of lockdown in France, region by region.",FALSE,4/6/2020, France, Les DÃ©codeurs
" A video shows deer walking down a street in Ciudad Real, Spain.",FALSE,4/6/2020, Spain, Maldita.es
 WHO issued proposal for extending lockdowns to control COVID-19.,Fake,4/6/2020, India, Vishvas News
 Lockdown in Telangana extended till 3 June 2020.,FALSE,4/6/2020, India, Factly
 Posts claim to show a picture of a Colombian doctor fighting COVID-19.,FALSE,4/6/2020, Colombia, Colombiacheck
 Italy cheers for Egypt in a march.,FALSE,4/6/2020," Middle East, North Africa", Fatabyyano
 A post says that the USA arrested the man who â€œsoldâ€ the new coronavirus to China.,FALSE,4/6/2020, Portugal, Observador
 A photo has been shared hundreds of times in multiple posts on Facebook and Twitter which claim it shows that packets of spice included in Sri Lankan government ration kits during the COVID-19 lockdown were branded with a local political partyâ€™s logo. The posts allege that the photo is evidence vulnerable people are being exploited during the pandemic for political gain.,Misleading,4/6/2020, Sri Lanka, AFP
 Video of a delivery boy spitting on the slices of bread by opening the packets in the truck and resealing them for sale to spread Coronavirus.,FALSE,4/6/2020, India, Factly
" A claim has been shared thousands of times on Facebook and Twitter in Sri Lanka that the ruler of Sharjah, one of the seven emirates of the United Arab Emirates (UAE), banned burials of people who died after contracting the novel coronavirus.",FALSE,4/6/2020, Sri Lanka, AFP
 â€œ59 people die as pastor gives them Dettol to drink in church to prevent coronavirus.â€,FALSE,4/6/2020, United States, PolitiFact
 A poem about people staying home was written by Kathleen Oâ€™Mara in 1869.,FALSE,4/6/2020, United States, PolitiFact
" As a special task force assembled earlier this month to help in the handling of the COVID-19 outbreak, a photo of a tank on Torontoâ€™s Dundas Square surfaced on social media.",FALSE,4/6/2020, Canada, AFP
 The government of Columbia has a bill â€œreadyâ€ to close down the whole country in eight days,FALSE,4/5/2020, Colombia, Colombiacheck
 Video suggesting that a man is spitting on bread to spread coronavirus.,FALSE,4/5/2020, India, BOOM FactCheck
 Photo of a family which committed suicide due to hunger during the lockdown.,FALSE,4/5/2020, India, Factly
" Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.",FALSE,4/5/2020, Philippines, Rappler
 An arrest by the Federal Bureau of Investigation (FBI) of a professor who had ties to China is connected to the coronavirus pandemic.,FALSE,4/5/2020, Philippines, Rappler
" Teresa RodrÃ­guez, Andalusian left-party leader, wants to â€œtake savings from citizensâ€ to create a public bank.",FALSE,4/5/2020, Spain, Newtral.es
 An image has been shared thousands of times in multiple posts on Facebook alongside a claim it shows the bodies of an Indian family who committed suicide after running out of food during the nationwide COVID-19 lockdown.,FALSE,4/5/2020, Thailand, AFP
" Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineâ€™s effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it â€œworks.â€",FALSE,4/5/2020, United States, AFP
 Posts that are circulating on Facebook say that people need to eat alkaline food in order to prevent a novel coronavirus infection.,FALSE,4/5/2020, Philippines, Rappler
" The contact ban is only for Germans, muslims can still gather and donâ€™t have to pay fines in Germany.",mostly false,4/5/2020, Germany, Correctiv
 Says 44 US senators â€œvoted NOT to send stimulus checks.â€,FALSE,4/5/2020, United States, PolitiFact
" Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",FALSE,4/5/2020," Spain, United States, France, Indonesia", Newtral.es
" A post has been shared multiple times on Facebook, WhatsApp and Twitter by India-based users alongside a claim that the World Health Organization (WHO) has issued guidelines on COVID-19 lockdown.",FALSE,4/5/2020, India, AFP
" Teresa RodrÃ­guez, Andalusian left-party leader, wants to â€œtake savings from citizensâ€ to create a public bank.",FALSE,4/5/2020, Spain, Newtral.es
 An arrest by the Federal Bureau of Investigation (FBI) of a professor who had ties to China is connected to the coronavirus pandemic.,FALSE,4/5/2020, Philippines, Rappler
 Posts that are circulating on Facebook say that people need to eat alkaline food in order to prevent a novel coronavirus infection.,FALSE,4/5/2020, Philippines, Rappler
 The government of Columbia has a bill â€œreadyâ€ to close down the whole country in eight days,FALSE,4/5/2020, Colombia, Colombiacheck
" â€œIn Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.â€",FALSE,4/5/2020, United States, PolitiFact
 There are no COVID-19 deaths in Israel as they found a cure for COVID-19 â€“ a mixture of lemon and baking soda.,FALSE,4/5/2020, India, Factly
 Says 44 US senators â€œvoted NOT to send stimulus checks.â€,FALSE,4/5/2020, United States, PolitiFact
" Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",FALSE,4/5/2020," Spain, United States, France, Indonesia", Newtral.es
 An image has been shared thousands of times in multiple posts on Facebook alongside a claim it shows the bodies of an Indian family who committed suicide after running out of food during the nationwide COVID-19 lockdown.,FALSE,4/5/2020, Thailand, AFP
" Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.",FALSE,4/5/2020, Philippines, Rappler
" Claim that televangelist Pat Robertson said some young people â€œare doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladiesâ€™ private parts and thatâ€™s where I think the (corona)virus came from.â€",FALSE,4/5/2020, United States, PolitiFact
" Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineâ€™s effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it â€œworks.â€",FALSE,4/5/2020, United States, AFP
" Be extremely careful about the coming cold snap. If you get a fever and need to go to the hospital, you may need to be quarantined for 14 days; or even worse, you may contract COVID-19 by cross-transmission or be misdiagnosed.",Explanatory,4/5/2020, Taiwan, Taiwan FactCheck Center
 Photo of a family which committed suicide due to hunger during the lockdown.,FALSE,4/5/2020, India, Factly
 Video of a fire accident that took place at the Solapur Airport on 05 April 2020.,MISLEADING,4/5/2020, India, Factly
 Video suggesting that a man is spitting on bread to spread coronavirus.,FALSE,4/5/2020, India, BOOM FactCheck
" A post has been shared multiple times on Facebook, WhatsApp and Twitter by India-based users alongside a claim that the World Health Organization (WHO) has issued guidelines on COVID-19 lockdown.",FALSE,4/5/2020, India, AFP
" Teresa RodrÃ­guez, Andalusian left-party leader, wants to â€œtake savings from citizensâ€ to create a public bank.",FALSE,4/5/2020, Spain, Newtral.es
 An arrest by the Federal Bureau of Investigation (FBI) of a professor who had ties to China is connected to the coronavirus pandemic.,FALSE,4/5/2020, Philippines, Rappler
 Posts that are circulating on Facebook say that people need to eat alkaline food in order to prevent a novel coronavirus infection.,FALSE,4/5/2020, Philippines, Rappler
 The government of Columbia has a bill â€œreadyâ€ to close down the whole country in eight days,FALSE,4/5/2020, Colombia, Colombiacheck
 There are no COVID-19 deaths in Israel as they found a cure for COVID-19 â€“ a mixture of lemon and baking soda.,FALSE,4/5/2020, India, Factly
 Says 44 US senators â€œvoted NOT to send stimulus checks.â€,FALSE,4/5/2020, United States, PolitiFact
" Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China.",FALSE,4/5/2020," Spain, United States, France, Indonesia", Newtral.es
 An image has been shared thousands of times in multiple posts on Facebook alongside a claim it shows the bodies of an Indian family who committed suicide after running out of food during the nationwide COVID-19 lockdown.,FALSE,4/5/2020, Thailand, AFP
" Kabataan Representative, in the Philippines Sarah Elago tested positive for coronavirus.",FALSE,4/5/2020, Philippines, Rappler
" Claim that televangelist Pat Robertson said some young people â€œare doing all kinds of unnatural things with their sex organs. When people do that, they transfer all kinds of chemicals from ladiesâ€™ private parts and thatâ€™s where I think the (corona)virus came from.â€",FALSE,4/5/2020, United States, PolitiFact
" Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquineâ€™s effectiveness against COVID-19 is unproven, while Italy, France, Spain and Brazil say it â€œworks.â€",FALSE,4/5/2020, United States, AFP
 Photo of a family which committed suicide due to hunger during the lockdown.,FALSE,4/5/2020, India, Factly
 â€œAnybody that wants a test (for the coronavirus) can get a test.â€,PANTS ON FIRE,3/6/2020, United States, PolitiFact
 Pope Francis contacted coronavirus.,Mostly False,3/6/2020, India, India Today
 Donating Plasma Or Blood Is Free Testing For The coronavirus.,FALSE,3/5/2020, United States, LeadStories
 Novel coronavirus has 99.7 survival rate.,FALSE,3/5/2020, United States, LeadStories
" The coronavirus Test Does Costs $3,200.",FALSE,3/5/2020, United States, LeadStories
 A patent that is being shared to claim COVID-19 is old.,FALSE,3/5/2020, Spain, Maldita.es
 No work in several regions of Spain due to coronavirus.,FALSE,3/5/2020, Spain, Maldita.es
 86 clients of a brothel in quarentine after a prostituted tested positive in coronavirus.,FALSE,3/5/2020, Spain, Newtral.es
 Two Chinese nationals in Kenya have been killed after allegedly escaping from quarantine at the Nairobi Airport.,FALSE,3/5/2020, Kenya, PesaCheck
 Every election year has a disease; coronavirus has a contagion factor of 2; coronavirus has a cure rate of 99.7% for those under 50 it infects.,Inaccurate,3/5/2020, United States, Science Feedback
" The coronavirus outbreak is not actually caused by a virus, but by 5G technology.",Incorrect,3/5/2020, United States, Science Feedback
 Shanghai Government Officially Recommends Vitamin C for COVID-19.,Misleading,3/5/2020, United States, Science Feedback
 There is an anti-Chinese protest in Italy due to COVID-19.,FALSE,3/5/2020, Taiwan, Taiwan FactCheck Center
 Unicef recommandations,Misleading,3/5/2020, India, The Quint
 WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China,FALSE,3/5/2020, India, Vishvas News
 A patent that is being shared to claim COVID-19 is old.,FALSE,3/5/2020, Spain, Maldita.es
 No work in several regions of Spain due to coronavirus.,FALSE,3/5/2020, Spain, Maldita.es
 86 clients of a brothel in quarentine after a prostituted tested positive in coronavirus.,FALSE,3/5/2020, Spain, Newtral.es
 Two Chinese nationals in Kenya have been killed after allegedly escaping from quarantine at the Nairobi Airport.,FALSE,3/5/2020, Kenya, PesaCheck
 Every election year has a disease; coronavirus has a contagion factor of 2; coronavirus has a cure rate of 99.7% for those under 50 it infects.,Inaccurate,3/5/2020, United States, Science Feedback
" The coronavirus outbreak is not actually caused by a virus, but by 5G technology.",Incorrect,3/5/2020, United States, Science Feedback
 Shanghai Government Officially Recommends Vitamin C for COVID-19.,Misleading,3/5/2020, United States, Science Feedback
 There is an anti-Chinese protest in Italy due to COVID-19.,FALSE,3/5/2020, Taiwan, Taiwan FactCheck Center
 Unicef recommandations,Misleading,3/5/2020, India, The Quint
 WHO Has Issued Advisory Against Buying Of Holi Colors From coronavirus-Hit China,FALSE,3/5/2020, India, Vishvas News
" Says Donald Trump tweeted, â€œCorona vaccine from Israel! Stock market up! Economy even stronger now! Besides US, Israel best at inventions",FALSE,3/5/2020, United States, PolitiFact
" â€œThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.â€",FALSE,3/4/2020, United States, PolitiFact
 Post says the media â€œpulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.â€,PANTS ON FIRE,3/4/2020, United States, PolitiFact
 â€œThe Obama administration made a decision on testing that turned out to be very detrimental to what weâ€™re doingâ€ on the coronavirus.,FALSE,3/4/2020, United States, PolitiFact
 The Obama administration â€œdidnâ€™t do anything aboutâ€ swine flu.,FALSE,3/4/2020, United States, PolitiFact
" The Simpsons have predicted the coronavirus pandemic years ago, along with many other predictions.",FALSE,3/4/2020, Iran, Factnameh
 Common Cold Is The Only Type Of coronavirus.,Misleading,3/4/2020, United States, LeadStories
 Officials Say coronavirus Killed 200 In Iran.,FALSE,3/4/2020, United States, LeadStories
 New coronavirus was registered in 2018.,FALSE,3/4/2020, Spain, Maldita.es
 Indian Prime Minister Narendra Modi,FALSE,3/4/2020, Taiwan, Taiwan FactCheck Center
 Lonely Kaâ€™bah from Tawaf after Saudi Arabia makes policy on Corona Virus?,FALSE,3/4/2020, Indonesia, TEMPO
 Masks from Wet Wipes Effectively Prevents Corona Virus Transmission,FALSE,3/4/2020, Indonesia, TEMPO
 Videograph shows COVID-19 is more dangerous than former outbreaks.,FALSE,3/4/2020, Turkey, Teyit
 Cow dung and cow urine can cure coronavirus.,Misleading,3/4/2020, India, The Quint
 Consuming Large Doses Of Vitamin C Can Stop The Spread Of coronavirus.,FALSE,3/4/2020, India, Vishvas News
" Post says â€œman visited Albany, N.Y. days before dying from coronavirus.â€",FALSE,3/4/2020, United States, PolitiFact
" â€œThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.â€",FALSE,3/4/2020, United States, PolitiFact
 Post says the media â€œpulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.â€,PANTS ON FIRE,3/4/2020, United States, PolitiFact
 â€œThe Obama administration made a decision on testing that turned out to be very detrimental to what weâ€™re doingâ€ on the coronavirus.,FALSE,3/4/2020, United States, PolitiFact
 The Obama administration â€œdidnâ€™t do anything aboutâ€ swine flu.,FALSE,3/4/2020, United States, PolitiFact
 Videograph shows COVID-19 is more dangerous than former outbreaks.,FALSE,3/4/2020, Turkey, Teyit
 Cow dung and cow urine can cure coronavirus.,Misleading,3/4/2020, India, The Quint
 Consuming Large Doses Of Vitamin C Can Stop The Spread Of coronavirus.,FALSE,3/4/2020, India, Vishvas News
" Post says â€œman visited Albany, N.Y. days before dying from coronavirus.â€",FALSE,3/4/2020, United States, PolitiFact
" â€œThe State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.â€",FALSE,3/4/2020, United States, PolitiFact
 Post says the media â€œpulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.â€,PANTS ON FIRE,3/4/2020, United States, PolitiFact
 â€œThe Obama administration made a decision on testing that turned out to be very detrimental to what weâ€™re doingâ€ on the coronavirus.,FALSE,3/4/2020, United States, PolitiFact
 The Obama administration â€œdidnâ€™t do anything aboutâ€ swine flu.,FALSE,3/4/2020, United States, PolitiFact
" â€œWith regard to the cost, let me be very clear",HALF TRUE,3/4/2020, United States, PolitiFact
 Spices can ward off Corona Virus,Misleading,3/3/2020, Indonesia, TEMPO
 Coronavirus can be transmitted through imported goods,FALSE,3/3/2020, Indonesia, TEMPO
 Coronavirus dies in temperatures 26-27 degrees and when exposed to sunlight?,FALSE,3/3/2020, Indonesia, TEMPO
 Turkish raki is prevents COVID-19.,FALSE,3/3/2020, Turkey, Teyit
 Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,FALSE,3/3/2020, United States, PolitiFact
 Video shows President Donald Trump saying COVID-19 is Democratsâ€™ â€œnew hoax.â€,FALSE,3/3/2020, United States, PolitiFact
 Pope Francis and his 2 aides have infected with COVID-19.,FALSE,3/3/2020, United States, FactCheck.org
 CDC recommends men shave their beards to protect against coronavirus.,FALSE,3/3/2020, Spain, Newtral.es
 A Bovine Vaccine Can Be Used To Inoculate People Against coronavirus.,FALSE,3/3/2020, United States, LeadStories
 Patents Mean Deadly Diseases And Viruses Were Created Or Invented In A Lab.,FALSE,3/3/2020, United States, LeadStories
 You canâ€™t get infected by kissing the hands of a virgin or saint statue.,FALSE,3/3/2020, Spain, Maldita.es
 An audio clip circulating on Facebook claiming that Kenya has recorded 63 cases of COVID-19.,FALSE,3/3/2020, Kenya, PesaCheck
 Pope Francis and two of his aides have infected with COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Japanese Asahi Shimbun TV,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 A study published by two Chinese research institutions suggested that human semen can cure COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Spices can ward off Corona Virus,Misleading,3/3/2020, Indonesia, TEMPO
 Coronavirus can be transmitted through imported goods,FALSE,3/3/2020, Indonesia, TEMPO
 Coronavirus dies in temperatures 26-27 degrees and when exposed to sunlight?,FALSE,3/3/2020, Indonesia, TEMPO
 Turkish raki is prevents COVID-19.,FALSE,3/3/2020, Turkey, Teyit
 Bloggers say the Vatican reports that Pope Francis tested negative for the coronavirus before a second test came back positive.,FALSE,3/3/2020, United States, PolitiFact
 Video shows President Donald Trump saying COVID-19 is Democratsâ€™ â€œnew hoax.â€,FALSE,3/3/2020, United States, PolitiFact
 Pope Francis and his 2 aides have infected with COVID-19.,FALSE,3/3/2020, United States, FactCheck.org
 CDC recommends men shave their beards to protect against coronavirus.,FALSE,3/3/2020, Spain, Newtral.es
 A Bovine Vaccine Can Be Used To Inoculate People Against coronavirus.,FALSE,3/3/2020, United States, LeadStories
 Patents Mean Deadly Diseases And Viruses Were Created Or Invented In A Lab.,FALSE,3/3/2020, United States, LeadStories
 You canâ€™t get infected by kissing the hands of a virgin or saint statue.,FALSE,3/3/2020, Spain, Maldita.es
 An audio clip circulating on Facebook claiming that Kenya has recorded 63 cases of COVID-19.,FALSE,3/3/2020, Kenya, PesaCheck
 Pope Francis and two of his aides have infected with COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Japanese Asahi Shimbun TV,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 A study published by two Chinese research institutions suggested that human semen can cure COVID-19.,FALSE,3/3/2020, Taiwan, Taiwan FactCheck Center
 Spices can ward off Corona Virus,Misleading,3/3/2020, Indonesia, TEMPO
 Coronavirus can be transmitted through imported goods,FALSE,3/3/2020, Indonesia, TEMPO
 Coronavirus dies in temperatures 26-27 degrees and when exposed to sunlight?,FALSE,3/3/2020, Indonesia, TEMPO
 Turkish raki is prevents COVID-19.,FALSE,3/3/2020, Turkey, Teyit
